noOfComments,bodyLength,bodyContent,commentsSentimentValue,noOfevents,filteredUsers,noOfDevelopers,bugAuthor,labels,sameBugFixTime,timeToFix,sameBugFixTimeClass,timeToFixClass
2,1146,"Interaction between npm cache, shrinkwrap and npm config set registry prevents us from reliably installing from our internal registry , We run an internal npm registry. We've discovered that when users run shrinkwrap, the shrinkwrap manifest records the url the package resolved to at the point it was added to the user's local cache and further, because it is installed from shrinkwrap on subsequent installations, it will always be in",10.387,5,"othiym23,npm-robot,Fryie",3,BenjaminMalley,"bot-closed,bug,feature-request,shrinkwrap",3459.721111111111,9676.852777777778,6,7
8,3491,"Race condition while adding local packages to cache , We are experiencing a weird problem while installing local (file:) packages with npm. It happens more frequently with npm@3 and local scoped packages, but it's totally random.⬢ npm run clean && npm cache clean && npm i> npm-bug@1.0.0 clean /Users/julianduque/Sandbox/npm-bug> rm -rf node_modules ns-/",-27.324999999999992,30,"othiym23,julianduque,brycebaril,iarna,zkat",5,julianduque,"big-bug,bug,cache,patch-welcome",18714.6475,1203.5933333333332,7,5
3,2350,"`npm info jquery time` is missing the 2.1.0 entry , npm info jquery time is missing the 2.1.0 entry:$ npm info jquery time{ modified: '2016-04-05T19:27:17.929Z', created: '2011-03-19T07:19:56.392Z', '1.5.1': '2011-03-19T07:19:56.956Z', '1.6.2': '2011-07-06T16:13:21.519Z', '1.6.3': '2011-09-12T19:05:34.373Z', '1.7.2': '2012-05-01T11:14:09.090Z', '1.7.",8.897,4,"othiym23,npm-robot,mgol",3,mgol,"bot-closed,bug,node-bug",895.2577777777777,9691.659722222223,5,7
2,410,"npm search out of memory , npm search failed on the PC with 16GB of RAM. Node 6.1.0FATAL ERROR: CALL_AND_RETRY_LAST Allocation failed - JavaScript heap out of memoryAborted (core dumped)I can understand I can add 100Gb of swap and wait an hour or two. Isn't it enough? npm search proved to be troublesome on VPS with limited RA",5.1160000000000005,3,"othiym23,lxe",2,AlgoTrader,"bug,search",3194.9655555555555,182.40027777777777,6,4
12,1630,"[3.9.0] Broken release (EMISSINGARG) , Hello,I have a package.json and npm-shrinkwrap.json (including dev dependencies) both up to date and no node_modules (seems to work when there is a node_modules already present. When trying to do an install locally (OSX 10.9) or on Travis (cf. [build](https://travis-ci.org/theofidry/travis-bug-demo/",-1.5530000000000002,12,"iarna,theofidry,zkat,mheiniger,kamui,groovecoder,gijsroge,pasupulaphani,piotrbaranowski,wzlee",10,theofidry,"big-bug,bug,needs-repro",1584.5533333333333,12185.585,6,7
56,1350,"npm search crashes with GC error when building local cache , OS X 10.11, npm 3.8.6, node 6.0.0 all installed using homebrew. I managed to get this to happen twice in a row before succeeding.npm search rtfmnpm WARN Building the local index for the first time, please be patient▐ ╢░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░",-20.772,30,"othiym23,Meligy,iankronquist,andreportela,antjkennedy,Overtonesinger,zkat,mralexgray,ypetya,buehler,alextes,jhaungs,NicholasAnthony,fibric,svoop,mariusk,EricDunaway,balboah,neoswf,ralphtheninja,dluc,ygalustov,daavve,johnchristopherjones",24,iankronquist,"big-bug,bug,search",3194.9655555555555,3985.8725,6,7
1,740,"`npm config edit` will interpolate and inline all environment variables, clobbering customized configurations , npm's config file (npmrc) supports interpolation of environment variables, however running npm config edit will open your config file in an editor with all variables interpolated, clobbering your existing, customized config.Given an ~/.npmrc with the following line:some-field=${USER}running npm conf",8.637,6,"ghetzel,othiym23,npm-robot",3,spikegrobstein,"bot-closed,bug,ux",5826.051111111111,9802.055555555555,7,7
2,71,"Callback called more than once. , [npm-debug.zip](https://github.com/npm/npm/files/249860/npm-debug.zip)",2.584,6,"zkat,ghost",2,afzalhussein,"big-bug,bug,search",3549.2269444444446,4055.758888888889,6,7
1,985,"npm error (v3.8.6) Callback called more than once Windows Server 2008 R2 , Hi there,I have installed the newest node.js version 6.0.0 (x64) with npm version 3.8.6 on Windows Server 2008 R2 German x64 with all latest updates.I'm getting the following error if I try to use the cmd ""npm search mkdir""""npm ERR! Callback called more than once.""The search result table is shown, b",0.25,4,zkat,1,raw-deluxe,"big-bug,bug,search",12688.772222222222,2678.491111111111,7,6
3,852,"npm started uninstall before preuninstall script finished , We have a program that saves configuration information in the user home directory. We wanted to remove such directory when the program is uninstalled. We created an option for our program so that it will detect the OS type and remove the config directory at the preuninstall phase. We added the below",9.189,4,"othiym23,npm-robot,NotMyself,thomasklein",4,bosco-li,"bot-closed,bug,needs-repro",3526.5422222222223,9901.294444444444,6,7
3,1888,"Linux: npm pack skipping ""README.md"" when ignoring "".npmignore"" with installed node_modules , I've spent a couple hours trying to debug this, but I'm having a very hard time tracking down the source of this issue. It's not as simple as the title makes it sound and I have not been able to create a reduced test cast to demonstrate it. Environment:~ > uname -rsLinux 4.5.1-1-ARCH~ > node --versi",7.537000000000001,5,"boennemann,othiym23,evanlucas,blyork",4,stevenbenner,bug,1587.0091666666667,22.719722222222224,6,1
2,174,"npm v3.8.8 freezes on Cloud9 when adding new user , using the npm module how-to-npm and npm freezes while running the command npm adduser right after adding an email address.Rolled back to v3.8.7 and the issue disappears.",9.387,4,"othiym23,npm-robot,shadowcodex",3,traugdor,"bot-closed,bug,needs-repro",5332.186111111111,9969.403333333334,7,7
7,2290,"Cannot install cordova , Im getting an error while installing cordova through the command line using sudo npm install cordovaThe error says:npm ERR! enoent ENOENT: no such file or directory, rename '/usr/local/lib/node_modules/.staging/abbrev-ef9cc920' -> '/usr/local/lib/node_modules/cordova/node_modules/npm/node_modules/ab",9.26,6,"othiym23,zkat,npm-robot,ademiawansyah,coderroggie,shivisingh94,0x4d4746h,daviddahl,peillis",9,jozeffraai,"big-bug,bot-closed,bug,installer,needs-repro",16.868055555555557,9974.360555555555,1,7
2,2760,"npm list -g gives me a call stack size error , Here's the debug log:0 info it worked if it ends with ok1 verbose cli [ '/usr/local/Cellar/node4-lts/4.4.3/bin/node',1 verbose cli '/usr/local/bin/npm',1 verbose cli 'list',1 verbose cli '-g' ]2 info using npm@2.15.13 info using node@v4.4.34 warn unmet dependency /usr/local/lib/node_modules/ember-cl",6.0120000000000005,5,"othiym23,npm-robot,helio-frota",3,craigp,"big-bug,bot-closed,bug,needs-repro",14051.65888888889,9975.695555555556,7,7
4,3037,"inaccurate handling of error messages when the registry URL path is not at root , In the case of private registries, the root of the registry may be under 1 or more path parts. This path nesting seems to confuse the error handling of the NPM client.Examples - using a registry that is mapped to the base path, the error message looks decent:> npm info invalid-package --registry=htt",14.418000000000001,4,"othiym23,npm-robot,peterlynch,jameswomack",4,peterlynch,"bot-closed,bug,registry",2.4897222222222224,9997.190555555555,1,7
10,2823,"Transitive dependencies sometimes not installed , I have a hard to debug deduplication error (I assume), which is reproducible, but hard to cage in for me.It happens in the project [assetgraph/assetgraph](https://github.com/assetgraph/assetgraph/) and is happening consistently [on CI](https://travis-ci.org/assetgraph/assetgraph/builds/122372717) si",9.621,25,"papandreou,othiym23,iarna,zkat,gustavnikolaj,schmod,npm-robot",7,gustavnikolaj,"big-bug,bot-closed,bug,dedupe,needs-repro",331.1791666666667,10015.484722222222,4,7
2,2920,"Very easy to hit MAX_PATH failures when installing from Git URL with npm@3 defaults , This happened to my team in a real world scenario, since many use Windows (and npm@3, with its awesome deduping behaviour).Our Git remote URL is 103 characters long (once you include the https://), because of DNS name of our Git host, their URL partitioning scheme, and then our organisation's sub-pa",9.387,6,"othiym23,npm-robot,DJviolin",3,theoy,"bot-closed,bug,git,needs-repro,windows",16189.23361111111,10016.030833333334,7,7
20,722,"files not published when added to the files property in package.json on Node.js v6 , index.js if listed in the ""files"" attribute of package.json will be ignored on publish. files that are listed but NOT named index.js are not ignored.test package: https://github.com/ashleygwilliams/index-node6-meta steps to reproduceOn Node v6.0.0, npm versions 3.8.6 and 2.15.4, with OSX1. fork, clo",-10.294000000000011,28,"SamVerschueren,iarna,ashleygwilliams,evanlucas,kkoopa,sindresorhus,othiym23,addaleax,iamstarkov",9,ashleygwilliams,"big-bug,bug",19.7,34.57138888888889,1,2
1,1387,"npm run appends doublequote when last character of arg is backslash ,  When running directly from node:> λ node node_modules\tcli test -f path\to\feature\> > Selected server: ""Selenium""> ───────────────────────────────────────────────────────────────────────────────────────────────────────────────> > > Skipping download. Selenium exists at ./bin> > Skipping download.",8.637,3,"othiym23,npm-robot",2,midniteio,"bot-closed,bug",5332.186111111111,10062.89388888889,7,7
1,2198,"Crashes when installing an invalid tarball locally  , npm i invalid_tarball_file is crashing and it says to report the issue here. See the following (creating an invalid _package_ and trying to install it):ionicabizau@notebook:~/Documents/foo/bar$ touch testionicabizau@notebook:~/Documents/foo/bar$ lstestionicabizau@notebook:~/Documents/foo/bar$ npm i",8.637,5,"othiym23,npm-robot",2,IonicaBizau,"bot-closed,bug,patch-welcome,ux",9974.360555555555,10066.261944444444,7,7
14,324,"Cannot update global installed npm packages , $ sudo npm update -gnpm ERR! addLocal Could not install /build/semver/src/semver-5.1.0.tgznpm ERR! addLocal Could not install /build/semver/src/semver-5.1.0.tgznpm ERR! addLocal Could not install /build/npm/src/npm$ npm -v3.8.7$ node -vv5.11.0any ideas whats wrong? google tells not a lot",-38.453999999999986,7,"othiym23,murth,npm-robot,rudolfschmidt,vitaliy-kuzmich,brianlinuxing,angel333,aureooms,TheAifam5,noraj,ardevd,Frederick888",12,rudolfschmidt,"bot-closed,bug,needs-discussion,needs-repro",61.31166666666667,10080.447222222223,2,7
1,1519,"npm publish generates bad tarball from drive root on Windows ,  ContextI was trying to install a module I published and found it would not install. After searching for a while I determined the tarball in the registry was broken. Reproductionc:cd \mkdir testsubst x: c:\testx:npm initc:cd \mkdir test2cd test2npm initnpm install x:\The broken tarball can be found",8.637,3,"othiym23,npm-robot",2,ddsol,"bot-closed,bug",15689.272222222222,10108.886666666667,7,7
12,2414,"npm run <script> does not work when folder has %2F in its name. ,  ContextI am trying to make 'npm run <script>' work where1. The folder of my application has %2F in its name2. The <script> path is not specified in the package.json3. The <script> is in './node_modules/.bin/'If condition (1) is false ( meaning that my folder name is something like /tmp/folder1 ) th",-0.04499999999999993,12,"martianmartian,othiym23,eppsilon,npm-robot,STRML,francisdb,ekmartin,NicolasPelletier,BernhardRode",9,NicolasPelletier,"bot-closed,bug,patch-welcome",700.9972222222223,10119.044722222223,5,7
25,1926,"npm ERR! Cannot read property '_updated' of undefined , I just search by npm what express version are availableBut npm error ""npm ERR! Cannot read property '_updated' of undefined"" below contents are _npm-debug.log_0 info it worked if it ends with ok1 verbose cli [ '/home/qkboo/.nvm/versions/node/v5.10.1/bin/node',1 verbose cli '/home/qkboo/.nvm/versions",-13.151,24,"othiym23,reach4thelasers,Zearin,andreportela,iarna,zkat,pavelz,ownmaster,AdamMcCormick,ailionx,ivanchuk,crashspringfield,pcgeek86,silvenon,spinningarrow,faddat,rosen-vladimirov,muescha,inoperable,glangston83,KenanY",21,qkboo,"bug,needs-repro",10537.073888888888,4352.727222222222,7,7
4,2981,"error when trying to install cli-color package and any other packages using npm install (package name) , I got this error when trying to install cli-color package and any other packages using npm install (package name)npm WARN retry will retry, error on last attempt: Error: EBUSY: resource busy or locked, rename 'C:\Users\DAVID\AppData\Local\Temp\npm-6096-3486b7a0\registry.npmjs.org\memoizee\-\memoizee",-2.401,6,"othiym23,luongs3,vamsikrishnamannem,IsuruCham",4,Speneto,"bug,error-handling,support,ux,windows",98.56888888888889,2871.523888888889,3,6
3,758,"Private git packages from AWS CodeCommit cannot be updated , Our team is currently using AWS CodeCommit to host source code. I would like to reference our private packages directly from git. I can successfully install a package via bashnpm install --save git+https://aws-repository-herefor the first install. However, when updating the package, or running npm i",12.794,12,"othiym23,iarna,bakpakin,npm-robot,zkat",5,bakpakin,"big-bug,bot-closed,bug,git,needs-repro",4.389722222222222,10233.322777777777,1,7
2,1565,"npm install error 4058, can't install private module in windows , I can't install my private module call storage:0.1.1 when I command ""npm install"" in the root pathI write package.json to install this module as:""dependencies"": { ""storage"": ""file:modules/storage"" }and I also write package.json in the private module stroage already, it's work on my linux well, on wi",9.387,5,"othiym23,zkat,npm-robot",3,VincentLinsanity,"bot-closed,bug,local,windows",52.843333333333334,10248.636666666667,2,7
2,138,"npm install @kikinteractive/kik fails , Npm install @kikinteractive/kik fails and I don't understand why.[npm-debug.txt](https://github.com/npm/npm/files/222786/npm-debug.txt)",0,4,"othiym23,npm-robot",2,jeromekjerome,"bot-closed,bug,windows",12734.620555555555,10258.584444444445,7,7
7,1182,"Not found errors are malformed when using Nexus , When using [Nexus 3.x](http://www.sonatype.com/download-oss-sonatype) (Specifically, OSS 3.0.0-b2016011501), package urls are longer than the standard http format:http://mynexus.com/repository/npm-all/my-packageIf this is not found in the registry, the error reports repository as the missing depende",26.895000000000014,6,"othiym23,brunohcastro,npm-robot,bruno-brant,webia1,marchaos,RobotLimeLtd,marceloavan",8,martypitt,"bot-closed,bug,feature-request",2729.815,10293.065277777778,6,7
